id,language,text
Tv.TvChannelChange.Init.Utterance,en,I'd like to change the channel to something else
Tv.TvRecommendations.Init.Utterance,en,what is aired at prime time
Tv.TvChannelChange.Init.Utterance,en,zap to a different channel
Tv.OpenApplication.Init.Utterance,en,{AppName} on
Tv.VolumeMute.Init.Utterance,en,put the TV on mute
Router.SwitchOnGuestWiFi.Init.Utterance,en,can you activate the internet for guests
Localsearch.TemperatureInfo.Init.Utterance,en,is it going to be hot in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off all {SmartHomeDeviceCategory}
Tv.OpenUiArea.Init.Utterance,en,give me {AreaName}
Router.SwitchOffWiFi.Init.Utterance,en,I want you to turn off the Wi-Fi
Router.SwitchOnGuestWiFi.Init.Utterance,en,switch on the guest Wi-Fi for {RouterWiFiDuration}
Tv.TvChannelChange.Init.Utterance,en,I want to change the channel
Router.ShowGuestWiFiPassword.Init.Utterance,en,would you please show me the guest Wi-Fi password on the TV screen
Localsearch.RainInfo.Init.Utterance,en,rainfall for {LocalsearchTimeStampStartTime please
Router.SwitchOnWiFi.Init.Utterance,en,I wanna surf the internet
SmartHome.SwitchOnDevice.Init.Utterance,en,device {SmartHomeDeviceName} on
Tv.WatchNextEpisode.Init.Utterance,en,another episode
Router.ShowGuestWiFiPassword.Init.Utterance,en,show guest Wi-Fi password on TV
SmartHome.SwitchOnDevice.Init.Utterance,en,please activate {SmartHomeDeviceBrand}
Localsearch.WeatherInfo.Init.Utterance,en,give me a weather update on {LocalsearchLocation}
Bluewin.NewsSummary.Init.Utterance,en,give me the latest news report
Router.ShowWiFiPassword.Init.Utterance,en,I want to see my Wi-Fi password
Tv.OpenUiArea.Init.Utterance,en,I want to go to {AreaName}
Tv.TvChannelChange.Init.Utterance,en,I'm not interested in this show
Tv.RadioChannelChange.Init.Utterance,en,I wanna switch to radio channel {RadioChannelPosition}
SmartHome.SwitchOnDevice.Init.Utterance,en,start {SmartHomeDeviceCategory}
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off the {SmartHomeDeviceCategory}
Tv.NavigationUp.Init.Utterance,en,go up a bit
SmartHome.StartScene.Init.Utterance,en,could you switch on scene {SmartHomeSceneName}
SmartHome.SwitchOnDevice.Init.Utterance,en,activate {SmartHomeDeviceCategory}
Tv.InitiateService.Init.Utterance,en,could you please turn the TV box on
Bluewin.NewsSummary.Init.Utterance,en,the five news topics please
MyCloud.OpenArea.Init.Utterance,en,open {MyCloudArea} on myCloud
Tv.WatchFromBeginning.Init.Utterance,en,please start this show from the beginning
Router.ShowGuestWiFiPassword.Init.Utterance,en,where do I get my guest Wi-Fi password
Localsearch.RainInfo.Init.Utterance,en,how much will it rain at {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
MyCloud.OpenArea.Init.Utterance,en,please open {MyCloudArea} on myCloud
Tv.TrickModeSkip.Init.Utterance,en,I want to fast-forward {Duration}
SmartHome.SwitchOffDevice.Init.Utterance,en,I want my {SmartHomeDeviceBrand} turned off
Tv.VolumeUp.Init.Utterance,en,could you please turn up the volume
Tv.WatchNextEpisode.Init.Utterance,en,continue with the next episode
Localsearch.TemperatureInfo.Init.Utterance,en,how many degrees is it in {LocalsearchLocation}
Tv.NavigationLeft.Init.Utterance,en,go left
SmartHome.SwitchOffDevice.Init.Utterance,en,please deactivate my {SmartHomeDeviceBrand} {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Localsearch.RainInfo.Init.Utterance,en,will it rain today
SmartHome.StartScene.Init.Utterance,en,activate {SmartHomeSceneName} scene
Router.ShowGuestWiFiPassword.Init.Utterance,en,please display the guest Wi-Fi password on the TV
SmartHome.SwitchOffDevice.Init.Utterance,en,switch off all {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Tv.OpenUiArea.Init.Utterance,en,I'd like to go to {AreaName}
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off {SmartHomeDeviceCategory} {SmartHomeDeviceBrand}
Tv.TvChannelChange.Init.Utterance,en,put on {TvChannelName} please
Tv.TvSearch.Init.Utterance,en,look for {VodName}
Router.SwitchOnGuestWiFi.Init.Utterance,en,turn the guest internet on
SmartHome.SwitchOnDevice.Init.Utterance,en,turn on all {SmartHomeDeviceCategory}
Tv.VolumeMute.Init.Utterance,en,stop the sound
Bluewin.NewsSummary.Init.Utterance,en,latest news please
Tv.SkipCommercial.Init.Utterance,en,I don't need the commercial
Tv.NavigationLeft.Init.Utterance,en,scroll left
Router.SwitchOffGuestWiFi.Init.Utterance,en,I want to switch off the guest Wi-Fi
SmartHome.StartScene.Init.Utterance,en,put on the {SmartHomeSceneName} scene
Tv.InitiateService.Init.Utterance,en,turn the TV on
Tv.TvSearch.Init.Utterance,en,I want to watch {VodName}
Tv.RadioChannelChange.Init.Utterance,en,I'd like to listen to radio channel {RadioChannelPosition}
Tv.NavigationDown.Init.Utterance,en,go down another one
Router.SwitchOnGuestWiFi.Init.Utterance,en,internet for guests on please
Bluewin.NewsSummary.Init.Utterance,en,the news
Tv.GenericExitToTv.Init.Utterance,en,continue watching TV
Router.ShowWiFiPassword.Init.Utterance,en,please display the Wi-Fi password on the TV
SmartHome.StartScene.Init.Utterance,en,would you please turn on my {SmartHomeSceneName} scene
Router.SwitchOnGuestWiFi.Init.Utterance,en,activate the guest Wi-Fi for {RouterWiFiDuration}
Tv.TvChannelChange.Init.Utterance,en,I want to switch to channel {TvChannelPosition}
Tv.TrickModeSkip.Init.Utterance,en,fast-forward a little bit
Tv.TvSearch.Init.Utterance,en,tell me something about {SportParticipantName}
Tv.VolumeUnmute.Init.Utterance,en,I want the sound back on
SmartHome.SwitchOffDevice.Init.Utterance,en,can you turn off device {SmartHomeDeviceName}
Tv.TrickModePlay.Init.Utterance,en,play
Tv.TvRecommendations.Init.Utterance,en,what is on TV tonight
Tv.RadioChannelChange.Init.Utterance,en,put on {RadioChannelName}
Tv.TrickModeSkip.Init.Utterance,en,jump back {Duration}
Localsearch.WeatherInfo.Init.Utterance,en,can you tell me how the weather in {LocalsearchLocation} {LocalsearchTimeStampStartDay} will be
SmartHome.SwitchOffDevice.Init.Utterance,en,{SmartHomeDeviceBrand} off please
Router.SwitchOnWiFi.Init.Utterance,en,wireless
Router.SwitchOffWiFi.Init.Utterance,en,please deactivate the internet
Tv.NavigationUp.Init.Utterance,en,up please
Tv.RadioChannelChange.Init.Utterance,en,switch to {RadioChannelName}
Tv.NavigationOK.Init.Utterance,en,choose
Tv.TrickModeSkip.Init.Utterance,en,rewind {Duration} now
SmartHome.SwitchOffDevice.Init.Utterance,en,deactivate the device {SmartHomeDeviceName}
Tv.InitiateService.Init.Utterance,en,TV box on
Bluewin.NewsSummary.Init.Utterance,en,evening news
Localsearch.RainInfo.Init.Utterance,en,should I have an umbrella with me {LocalsearchTimeStampStartDay}
Tv.TvRecommendations.Init.Utterance,en,TV recommendations please
Localsearch.TemperatureInfo.Init.Utterance,en,how warm will it get {LocalsearchTimeStampStartDay}
Router.SwitchOnWiFi.Init.Utterance,en,would you please turn on the Wi-Fi
Localsearch.WeatherInfo.Init.Utterance,en,will it be sunny at {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
Localsearch.RainInfo.Init.Utterance,en,will it rain {LocalsearchTimeStampStartDay}
Tv.InitiateService.Init.Utterance,en,switch TV on
Tv.OpenUiArea.Init.Utterance,en,can you please show me {AreaName}
SmartHome.SwitchOnDevice.Init.Utterance,en,{SmartHomeDeviceBrand} on please
Tv.TvRecommendations.Init.Utterance,en,what are the recommendations for today
Tv.TrickModePause.Init.Utterance,en,can you pause for a sec
Tv.InitiateService.Init.Utterance,en,please turn on the television
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather in {LocalsearchLocation}
Router.ShowGuestWiFiPassword.Init.Utterance,en,can you show me the password for the guest internet
Tv.TvRecommendations.Init.Utterance,en,what could I watch today
Tv.VolumeDown.Init.Utterance,en,can you turn down the TV show
Tv.TvChannelChange.Init.Utterance,en,change channel
Router.SwitchOffWiFi.Init.Utterance,en,turn the Wi-Fi off please
Router.SwitchOnGuestWiFi.Init.Utterance,en,Wi-Fi for guests on for {RouterWiFiDuration}
Tv.WatchFromBeginning.Init.Utterance,en,I want you to play the show from the beginning
Tv.NavigationLeft.Init.Utterance,en,the left one
Bluewin.NewsSummary.Init.Utterance,en,please tell me what is new
MyCloud.OpenArea.Init.Utterance,en,can you please open myCloud and open {MyCloudArea}
Tv.Recording.Init.Utterance,en,record movie
Tv.RadioChannelChange.Init.Utterance,en,please switch to another radio station
Tv.Recording.Init.Utterance,en,could you please record this show
Tv.TvRecommendations.Init.Utterance,en,TV tips please
Tv.TrickModePlay.Init.Utterance,en,can I please continue watching the series
Tv.TrickModePlay.Init.Utterance,en,start TV show
MyCloud.OpenArea.Init.Utterance,en,{MyCloudArea} in myCloud
Router.ShowWiFiPassword.Init.Utterance,en,I want my Wi-Fi password
Tv.TvRecommendations.Init.Utterance,en,what can you recommend
Router.SwitchOffGuestWiFi.Init.Utterance,en,turn the guest Wi-Fi off
Router.SwitchOnWiFi.Init.Utterance,en,please switch the Wi-Fi on
SmartHome.StartScene.Init.Utterance,en,turn on scene {SmartHomeSceneName}
Router.ShowGuestWiFiPassword.Init.Utterance,en,I'd like the guest Wi-Fi password
Tv.TrickModeSkip.Init.Utterance,en,would you fast-forward please
Tv.InitiateService.Init.Utterance,en,turn on the TV
Tv.VolumeDown.Init.Utterance,en,this is too loud
Tv.RadioChannelChange.Init.Utterance,en,switch to a different radio station
Localsearch.RainInfo.Init.Utterance,en,will I have to take my umbrella {LocalsearchTimeStampStartDay}
SmartHome.SwitchOffDevice.Init.Utterance,en,please turn device {SmartHomeDeviceName} off
Tv.SkipCommercial.Init.Utterance,en,could you skip the commercial
Tv.TerminateService.Init.Utterance,en,turn off the TV
SmartHome.SwitchOnDevice.Init.Utterance,en,turn on the {SmartHomeDeviceBrand} {SmartHomeDeviceCategory} in my {SmartHomeDeviceLocation}
Localsearch.TemperatureInfo.Init.Utterance,en,which temperature do I have to expect in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Tv.VolumeUp.Init.Utterance,en,turn the volume up
Tv.OpenUiArea.Init.Utterance,en,open my different areas
Router.SwitchOnGuestWiFi.Init.Utterance,en,I need guest Wi-Fi for the duration of {RouterWiFiDuration}
Localsearch.WeatherInfo.Init.Utterance,en,I would like the weather report for {LocalsearchTimeStampStartTime}
Tv.TerminateService.Init.Utterance,en,can you turn off the TV
Tv.VolumeDown.Init.Utterance,en,turn down the television
SmartHome.SwitchOffDevice.Init.Utterance,en,stop {SmartHomeDeviceBrand}
SmartHome.SwitchOnDevice.Init.Utterance,en,I want my {SmartHomeDeviceCategory} turned on in {SmartHomeDeviceLocation}
Router.SwitchOnWiFi.Init.Utterance,en,I would like to switch on the Wi-Fi
Tv.RadioChannelChange.Init.Utterance,en,please put on radio station {RadioChannelPosition}
Tv.VolumeUnmute.Init.Utterance,en,mute off
Tv.SkipCommercial.Init.Utterance,en,please skip the commercial
Router.ShowWiFiPassword.Init.Utterance,en,I don't know my Wi-Fi password anymore
Tv.TrickModePause.Init.Utterance,en,pause
Tv.GenericExitToTv.Init.Utterance,en,watch TV again
Localsearch.RainInfo.Init.Utterance,en,is it raining now
Bluewin.NewsSummary.Init.Utterance,en,top five news
Tv.GenericExitToTv.Init.Utterance,en,go back to live TV
Tv.TvChannelChange.Init.Utterance,en,I don't want to see this
Router.SwitchOffWiFi.Init.Utterance,en,could you turn the Wi-Fi off
Tv.SkipCommercial.Init.Utterance,en,I want you to skip the commercial
Tv.RadioChannelChange.Init.Utterance,en,switch to radio station {RadioChannelPosition}
Localsearch.TemperatureInfo.Init.Utterance,en,do I need a coat {LocalsearchTimeStampStartDay}
Router.ShowGuestWiFiPassword.Init.Utterance,en,could you give me the guest Wi-Fi password
Router.SwitchOffGuestWiFi.Init.Utterance,en,switch off the guest Wi-Fi please
Tv.GenericExitToTv.Init.Utterance,en,exit {AppName}
Tv.TvChannelChange.Init.Utterance,en,channel change
SmartHome.SwitchOffDevice.Init.Utterance,en,can you please switch the device {SmartHomeDeviceName} off
Tv.OpenUiArea.Init.Utterance,en,I want to see {AreaName}
Tv.TvChannelChange.Init.Utterance,en,I think this channel is boring
SmartHome.SwitchOffDevice.Init.Utterance,en,stop {SmartHomeDeviceCategory}
Tv.VolumeUp.Init.Utterance,en,set the TV to a higher volume
Tv.NavigationLeft.Init.Utterance,en,go one to the left
SmartHome.StartScene.Init.Utterance,en,activate {SmartHomeSceneName} scene please
Tv.TvChannelChange.Init.Utterance,en,please switch to {TvChannelName}
Bluewin.NewsSummary.Init.Utterance,en,Bluewin
Bluewin.NewsSummary.Init.Utterance,en,news please
SmartHome.SwitchOnDevice.Init.Utterance,en,start {SmartHomeDeviceBrand}
Router.SwitchOffGuestWiFi.Init.Utterance,en,deactivate guest Wi-Fi
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want guest Wi-Fi for {RouterWiFiDuration}
Localsearch.RainInfo.Init.Utterance,en,will it rain later
Tv.TrickModeSkip.Init.Utterance,en,please fast-forward
Localsearch.WeatherInfo.Init.Utterance,en,could you give me the weather report
Tv.VolumeUnmute.Init.Utterance,en,sound back on
Tv.RadioChannelChange.Init.Utterance,en,I want to listen to radio station {RadioChannelPosition}
SmartHome.SwitchOffDevice.Init.Utterance,en,stop the {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Localsearch.WeatherInfo.Init.Utterance,en,weather news for {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
MyCloud.OpenArea.Init.Utterance,en,I'd like to open {MyCloudArea} on myCloud
Tv.TrickModeSkip.Init.Utterance,en,could you fast-forward {Duration}
Tv.InitiateService.Init.Utterance,en,turn on the TV box
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want you to turn on the guest Wi-Fi for the duration of {RouterWiFiDuration}
Tv.TrickModePlay.Init.Utterance,en,continue with the movie
Router.SwitchOnWiFi.Init.Utterance,en,Wi-Fi on
Localsearch.TemperatureInfo.Init.Utterance,en,will it get cold
Tv.VolumeUp.Init.Utterance,en,that isn't loud enough
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want you to switch the guest Wi-Fi on
Tv.TvRecommendations.Init.Utterance,en,which movies can I watch today
Tv.NavigationLeft.Init.Utterance,en,left again
Router.SwitchOffGuestWiFi.Init.Utterance,en,guest internet off
Tv.TrickModePause.Init.Utterance,en,stop movie
Tv.RadioChannelChange.Init.Utterance,en,radio station {RadioChannelPosition} please
Tv.InitiateService.Init.Utterance,en,Swisscom TV box on
Tv.NavigationDown.Init.Utterance,en,can you go down
Tv.WatchFromBeginning.Init.Utterance,en,play movie from the beginning
Tv.RadioChannelChange.Init.Utterance,en,search for {RadioChannelName}
Tv.OpenUiArea.Init.Utterance,en,could you please show me {AreaName}
Router.ShowWiFiPassword.Init.Utterance,en,let me see the Wi-Fi password
Router.SwitchOnGuestWiFi.Init.Utterance,en,guest internet on
Tv.InitiateService.Init.Utterance,en,TV on please
Tv.VolumeDown.Init.Utterance,en,can you turn that down
Router.SwitchOnGuestWiFi.Init.Utterance,en,can you please connect to the guest internet for {RouterWiFiDuration}
Localsearch.RainInfo.Init.Utterance,en,is there rain
SmartHome.SwitchOffDevice.Init.Utterance,en,can you turn off the {SmartHomeDeviceBrand} in the {SmartHomeDeviceLocation}
MyCloud.OpenArea.Init.Utterance,en,I would like to see {MyCloudArea} on myCloud
Tv.OpenUiArea.Init.Utterance,en,I'd like something for {AreaName}
Tv.TvSearch.Init.Utterance,en,can I please watch {BroadcastName}
Localsearch.RainInfo.Init.Utterance,en,will I need an umbrella {LocalsearchTimeStampStartDay}
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather going to be at {LocalsearchTimeStampStartTime}
Tv.TrickModePlay.Init.Utterance,en,continue movie now
SmartHome.StartScene.Init.Utterance,en,please turn on {SmartHomeSceneName} scene
Tv.TvChannelChange.Init.Utterance,en,{TvChannelPosition}
Tv.Recording.Init.Utterance,en,please record this show
Localsearch.RainInfo.Init.Utterance,en,will it get wet in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
SmartHome.SwitchOnDevice.Init.Utterance,en,could you please switch on device {SmartHomeDeviceName}
Tv.SkipCommercial.Init.Utterance,en,please go to the end of the commercial
Tv.VolumeUp.Init.Utterance,en,turn up the television
Router.SwitchOnGuestWiFi.Init.Utterance,en,could you please activate the Wi-Fi for guests for {RouterWiFiDuration}
MyCloud.OpenArea.Init.Utterance,en,open my {MyCloudArea} on myCloud
Tv.InitiateService.Init.Utterance,en,power-on the TV box
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want my guests to be able to go online
Router.SwitchOffGuestWiFi.Init.Utterance,en,I want you to turn off Wi-Fi for guests
Router.SwitchOnWiFi.Init.Utterance,en,I need Wi-Fi
Router.SwitchOnGuestWiFi.Init.Utterance,en,could you turn on the guest Wi-Fi for a second
Tv.Recording.Init.Utterance,en,add to my recordings
Tv.TvRecommendations.Init.Utterance,en,I want to watch something on TV
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather now
Tv.TrickModePause.Init.Utterance,en,please pause
Tv.VolumeUnmute.Init.Utterance,en,turn the sound back on
Localsearch.WeatherInfo.Init.Utterance,en,weather report please
Tv.TvRecommendations.Init.Utterance,en,television program
SmartHome.SwitchOffDevice.Init.Utterance,en,I need you to turn device {SmartHomeDeviceName} off
Tv.RadioChannelChange.Init.Utterance,en,change to radio channel {RadioChannelPosition} please
Bluewin.NewsSummary.Init.Utterance,en,latest news
Localsearch.TemperatureInfo.Init.Utterance,en,I want to know how hot it is in {LocalsearchLocation} from {LocalsearchTimeStampStartTime} to {LocalsearchTimeStampEndTime}
Tv.TvRecommendations.Init.Utterance,en,what can I watch today
Tv.Recording.Init.Utterance,en,please add this movie to my recordings
Tv.TvSearch.Init.Utterance,en,could you please find {ParticipantName} for me
Tv.GenericExitToTv.Init.Utterance,en,continue TV program
Router.SwitchOffGuestWiFi.Init.Utterance,en,turn off the guest Wi-Fi now
Tv.TvChannelChange.Init.Utterance,en,find {TvChannelName}
Router.ShowGuestWiFiPassword.Init.Utterance,en,I need the password for the guest internet
Tv.NavigationUp.Init.Utterance,en,go up
Localsearch.TemperatureInfo.Init.Utterance,en,will it be warm in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Tv.SkipCommercial.Init.Utterance,en,don't show the commercial
Router.SwitchOnWiFi.Init.Utterance,en,please activate the Wi-Fi
Tv.RadioChannelChange.Init.Utterance,en,this radio station is boring
Router.SwitchOffGuestWiFi.Init.Utterance,en,please deactivate the internet for guests
Tv.TrickModePause.Init.Utterance,en,please pause the program
Tv.WatchFromBeginning.Init.Utterance,en,from the beginning
Tv.TvSearch.Init.Utterance,en,show me {SportParticipantName}
Tv.NavigationLeft.Init.Utterance,en,left
Tv.TrickModeSkip.Init.Utterance,en,I'd like to fast-forward {Duration}
Tv.TvChannelChange.Init.Utterance,en,I want to see something else
Localsearch.RainInfo.Init.Utterance,en,will it rain in {LocalsearchLocation} between {LocalsearchTimeStampStartTime} and {LocalsearchTimeStampEndTime}
Tv.TvChannelChange.Init.Utterance,en,turn on {TvChannelName}
Tv.OpenApplication.Init.Utterance,en,open {AppName}
Router.SwitchOnGuestWiFi.Init.Utterance,en,please switch on guest Wi-Fi
Router.SwitchOnGuestWiFi.Init.Utterance,en,my guest needs internet
Tv.TerminateService.Init.Utterance,en,turn off TV
Tv.TvSearch.Init.Utterance,en,show me a series with {ParticipantName}
Tv.TerminateService.Init.Utterance,en,please turn my TV box off
Tv.TrickModePause.Init.Utterance,en,pause the movie
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want guest Wi-Fi
SmartHome.StartScene.Init.Utterance,en,please activate scene {SmartHomeSceneName}
Tv.NavigationUp.Init.Utterance,en,go up another one
SmartHome.SwitchOffDevice.Init.Utterance,en,turn the device {SmartHomeDeviceName} off
Router.SwitchOffWiFi.Init.Utterance,en,I would like to switch off the Wi-Fi
Tv.TrickModeSkip.Init.Utterance,en,rewind the TV show a little
Router.SwitchOnGuestWiFi.Init.Utterance,en,turn on the guest Wi-Fi for {RouterWiFiDuration}
Router.SwitchOnWiFi.Init.Utterance,en,I'd like Wi-Fi
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather {LocalsearchTimeStampStartDay}
Tv.VolumeDown.Init.Utterance,en,set the TV to a lower volume
Bluewin.NewsSummary.Init.Utterance,en,please give me the news
Tv.NavigationRight.Init.Utterance,en,go right
SmartHome.StartScene.Init.Utterance,en,I want scene {SmartHomeSceneName}
Router.SwitchOnGuestWiFi.Init.Utterance,en,guest Wi-Fi please
Tv.TvChannelChange.Init.Utterance,en,I want to change the channel to channel {TvChannelName}
Router.SwitchOffGuestWiFi.Init.Utterance,en,please turn off the guest Wi-Fi
Router.SwitchOnWiFi.Init.Utterance,en,switch the Wi-Fi on
Tv.TvSearch.Init.Utterance,en,what do you know about {ParticipantName}
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off my {SmartHomeDeviceBrand}
Router.SwitchOffWiFi.Init.Utterance,en,go offline
Router.SwitchOffGuestWiFi.Init.Utterance,en,stop the guest Wi-Fi
Tv.SkipCommercial.Init.Utterance,en,no commercial
Tv.VolumeUp.Init.Utterance,en,turn up the TV
Tv.TrickModePlay.Init.Utterance,en,playback now
Tv.VolumeDown.Init.Utterance,en,lower the volume
Tv.OpenApplication.Init.Utterance,en,open {AppName} please
SmartHome.SwitchOffDevice.Init.Utterance,en,stop device {SmartHomeDeviceName} in the {SmartHomeDeviceLocation}
Router.SwitchOffWiFi.Init.Utterance,en,would you please turn off the Wi-Fi
Tv.VolumeMute.Init.Utterance,en,mute the movie please
Router.SwitchOffGuestWiFi.Init.Utterance,en,my guest does not need the internet anymore
SmartHome.SwitchOffDevice.Init.Utterance,en,switch device {SmartHomeDeviceName} off
Tv.InitiateService.Init.Utterance,en,I want the TV box to start
Localsearch.WeatherInfo.Init.Utterance,en,is it going to be nice outside {LocalsearchTimeStampStartDay} in {LocalsearchLocation}
Router.SwitchOnGuestWiFi.Init.Utterance,en,please switch on the guest internet for {RouterWiFiDuration}
Tv.TvChannelChange.Init.Utterance,en,please change the channel
Tv.TrickModePlay.Init.Utterance,en,I'd like to continue
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off {SmartHomeDeviceBrand} please
SmartHome.SwitchOnDevice.Init.Utterance,en,can you turn on the {SmartHomeDeviceBrand} in the {SmartHomeDeviceLocation}
Tv.Recording.Init.Utterance,en,record please
Tv.VolumeUp.Init.Utterance,en,turn the TV up
SmartHome.StartScene.Init.Utterance,en,can you put on the {SmartHomeSceneName} scene for a sec
Tv.TvSearch.Init.Utterance,en,give me some information about {ParticipantName}
Tv.GenericExitToTv.Init.Utterance,en,back to TV please
Tv.TrickModePlay.Init.Utterance,en,press play
Tv.GenericExitToTv.Init.Utterance,en,put live TV back on
Tv.TvChannelChange.Init.Utterance,en,switch to {TvChannelName}
Tv.TvChannelChange.Init.Utterance,en,please switch to another channel
MyCloud.OpenArea.Init.Utterance,en,play {MyCloudArea} on myCloud
Localsearch.WeatherInfo.Init.Utterance,en,weather news
Tv.TerminateService.Init.Utterance,en,I'd like the TV to turn off
Tv.TrickModePause.Init.Utterance,en,pause the TV show
MyCloud.OpenArea.Init.Utterance,en,show {MyCloudArea} on myCloud
Tv.OpenUiArea.Init.Utterance,en,please open {AreaName}
Localsearch.WeatherInfo.Init.Utterance,en,do you know if there is wind {LocalsearchTimeStampStartDay}
Localsearch.WeatherInfo.Init.Utterance,en,will it be sunny {LocalsearchTimeStampStartDay}
Tv.TvChannelChange.Init.Utterance,en,can you change the program to channel {TvChannelPosition}
Router.SwitchOffWiFi.Init.Utterance,en,can you turn the Wi-Fi off
Tv.OpenUiArea.Init.Utterance,en,{AreaName}
SmartHome.SwitchOnDevice.Init.Utterance,en,turn {SmartHomeDeviceBrand} on
Tv.TvSearch.Init.Utterance,en,I want to know more about {ParticipantName}
SmartHome.StartScene.Init.Utterance,en,can you set everything to scene {SmartHomeSceneName}
Router.SwitchOnWiFi.Init.Utterance,en,please turn on the Wi-Fi
