,id,command_de,label_de,command_en,label_en
119,Tv.TvChannelChange.Init.Utterance,schalt um,{Template} {Template},change the channel to channel 56 please,{Template} {Template} {Template} {Template} {Template} {TvChannelPosition} {Template}
120,Tv.TvSearch.Init.Utterance,ich will Voice Assistant finden,{Template} {Template} {DossierName} {DossierName} {Template},I would like to watch Bibi Und Tina 3,{Template} {Template} {Template} {Template} {Template} {VodName} {VodName} {VodName} {VodName}
121,Tv.TvSearch.Init.Utterance,erzähl mir was zu Urraca CF,{Template} {Template} {Template} {Template} {SportParticipantName} {SportParticipantName},I'd like to watch Liga NOS,{Template}'{Template} {Template} {Template} {Template} {SportCompetitionName} {SportCompetitionName}
122,Tv.TvSearch.Init.Utterance,kann ich bitte Legenden der Volksmusik sehen,{Template} {Template} {Template} {BroadcastName} {BroadcastName} {BroadcastName} {Template},I'd like to watch Swiss League,{Template}'{Template} {Template} {Template} {Template} {SportCompetitionName} {SportCompetitionName}
123,Tv.TvSearch.Init.Utterance,hast du Golf,{Template} {Template} {SportSportsName},give me some information about Piers Morgan,{Template} {Template} {Template} {Template} {Template} {ParticipantName} {ParticipantName}
124,Tv.TvSearch.Init.Utterance,was weißt du über Dave England,{Template} {Template} {Template} {Template} {ParticipantName} {ParticipantName},I want to watch The Silent War,{Template} {Template} {Template} {Template} {VodName} {VodName} {VodName}
125,Tv.TvSearch.Init.Utterance,suche den Film On the Road,{Template} {Template} {Template} {VodName} {VodName} {VodName},can you look for Pumba Kids TV,{Template} {Template} {Template} {Template} {AppName} {AppName} {AppName}
126,Tv.TvSearch.Init.Utterance,such bitte 99 Homes für mich,{Template} {Template} {BroadcastName} {BroadcastName} {Template} {Template},give me something about Voice Assistant,{Template} {Template} {Template} {Template} {DossierName} {DossierName}
127,Tv.TvSearch.Init.Utterance,was weißt du über Billy Crystal,{Template} {Template} {Template} {Template} {ParticipantName} {ParticipantName},do you have Motorsport,{Template} {Template} {Template} {SportSportsName}
128,Tv.TvSearch.Init.Utterance,such bitte Road to Perdition für mich,{Template} {Template} {BroadcastName} {BroadcastName} {BroadcastName} {Template} {Template},I want to know more about Robert De Niro,{Template} {Template} {Template} {Template} {Template} {Template} {ParticipantName} {ParticipantName} {ParticipantName}
129,Tv.TvSearch.Init.Utterance,ich will ein Wintersport Spiel anschauen,{Template} {Template} {Template} {SportSportsName} {Template} {Template},I want to watch Football,{Template} {Template} {Template} {Template} {SportSportsName}
130,Tv.VolumeUp.Init.Utterance,mach ein bisschen lauter,{Template} {Template} {Template} {Template},volume up please,{Template} {Template} {Template}
131,Tv.VolumeUp.Init.Utterance,mach das Fernsehen lauter,{Template} {Template} {Template} {Template},turn up the TV's volume,{Template} {Template} {Template} {Template}'{Template} {Template}
132,Tv.VolumeUp.Init.Utterance,Lautstärke rauf,{Template} {Template},volume up a bit please,{Template} {Template} {Template} {Template} {Template}
133,Tv.VolumeUp.Init.Utterance,bitte mehr Lautstärke,{Template} {Template} {Template},turn up the television,{Template} {Template} {Template} {Template}
134,Tv.VolumeUp.Init.Utterance,ich will das lauter haben,{Template} {Template} {Template} {Template} {Template},this is too quiet,{Template} {Template} {Template} {Template}
135,Tv.VolumeUp.Init.Utterance,Lautstärke rauf,{Template} {Template},can you turn that up,{Template} {Template} {Template} {Template} {Template}
136,Tv.VolumeUp.Init.Utterance,noch lauter,{Template} {Template},turn up the volume a little,{Template} {Template} {Template} {Template} {Template} {Template}
137,Tv.VolumeUp.Init.Utterance,köntest du bitte die Lautstärke erhöhen,{Template} {Template} {Template} {Template} {Template} {Template},up the TV volume,{Template} {Template} {Template} {Template}
138,Tv.VolumeUp.Init.Utterance,mach ein bisschen lauter,{Template} {Template} {Template} {Template},not so quiet please,{Template} {Template} {Template} {Template}
139,Tv.VolumeUp.Init.Utterance,mach mal lauter ich versteh nichts,{Template} {Template} {Template} {Template} {Template} {Template},turn up the TV's volume,{Template} {Template} {Template} {Template}'{Template} {Template}
140,Tv.OpenUiArea.Init.Utterance,Menu,{Template},I would like to watch a movie from the romantic films genre,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {AreaName} {AreaName} {Template}
141,Tv.OpenUiArea.Init.Utterance,öffne meine Bereiche,{Template} {Template} {Template},please open crime films,{Template} {Template} {AreaName} {AreaName}
142,Tv.OpenUiArea.Init.Utterance,zu Tierfilm bitte,{Template} {AreaName} {Template},which celebrity do you have,{Template} {AreaName} {Template} {Template} {Template}
143,Tv.OpenUiArea.Init.Utterance,öffne meine Bereiche,{Template} {Template} {Template},please open VOD,{Template} {Template} {AreaName}
144,Tv.OpenUiArea.Init.Utterance,zeig mir Applikation,{Template} {Template} {AreaName},I want to go to options,{Template} {Template} {Template} {Template} {Template} {AreaName}
145,Tv.OpenUiArea.Init.Utterance,Kriegsfilme bitte,{AreaName} {Template},I want to watch a soaps and reality,{Template} {Template} {Template} {Template} {Template} {AreaName} {AreaName} {AreaName}
146,Tv.OpenUiArea.Init.Utterance,zeig kurz das Menu,{Template} {Template} {Template} {Template},a radio settings please,{Template} {AreaName} {AreaName} {Template}
147,Tv.OpenUiArea.Init.Utterance,Menu,{Template},which crime and thrillers do you have,{Template} {AreaName} {AreaName} {AreaName} {Template} {Template} {Template}
148,Tv.OpenUiArea.Init.Utterance,ich will Allgemeine Einstellungen sehen,{Template} {Template} {AreaName} {AreaName} {Template},open my different areas,{Template} {Template} {Template} {Template}
149,Tv.OpenUiArea.Init.Utterance,was hast du für Gesellschaftsfilme,{Template} {Template} {Template} {Template} {AreaName},give me horror movie,{Template} {Template} {AreaName} {AreaName}
150,Tv.VolumeMute.Init.Utterance,schalte auf mute,{Template} {Template} {Template},turn off the sound,{Template} {Template} {Template} {Template}
151,Tv.VolumeMute.Init.Utterance,kannst du den Ton bitte ausmachen,{Template} {Template} {Template} {Template} {Template} {Template},silence the sound,{Template} {Template} {Template}
152,Tv.VolumeMute.Init.Utterance,mute an,{Template} {Template},be quiet please,{Template} {Template} {Template}
153,Tv.VolumeMute.Init.Utterance,schalte auf mute,{Template} {Template} {Template},be quiet please,{Template} {Template} {Template}
154,Tv.VolumeMute.Init.Utterance,Stummschalten,{Template},switch off the sound,{Template} {Template} {Template} {Template}
155,Tv.VolumeMute.Init.Utterance,mach den Ton aus,{Template} {Template} {Template} {Template},mute,{Template}
156,Tv.VolumeMute.Init.Utterance,mute an,{Template} {Template},silence the sound,{Template} {Template} {Template}
157,Tv.VolumeMute.Init.Utterance,mute,{Template},switch off the sound,{Template} {Template} {Template} {Template}
158,Tv.VolumeMute.Init.Utterance,bitte schalte den Fernseher still,{Template} {Template} {Template} {Template} {Template},mute the movie please,{Template} {Template} {Template} {Template}
159,Tv.VolumeMute.Init.Utterance,still,{Template},mute the sound,{Template} {Template} {Template}
160,Tv.VolumeUnmute.Init.Utterance,mute ausschalten,{Template} {Template},unsilence the sound,{Template} {Template} {Template}
161,Tv.VolumeUnmute.Init.Utterance,Ton anlassen,{Template} {Template},you can stop being quiet,{Template} {Template} {Template} {Template} {Template}
162,Tv.VolumeUnmute.Init.Utterance,Ton an,{Template} {Template},I'd like the sound to be on again,{Template}'{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}
163,Tv.VolumeUnmute.Init.Utterance,Ton ein,{Template} {Template},don't mute anymore,{Template}'{Template} {Template} {Template}
164,Tv.VolumeUnmute.Init.Utterance,den Ton bitte wieder anschalten,{Template} {Template} {Template} {Template} {Template},sound back on,{Template} {Template} {Template}
165,Tv.VolumeUnmute.Init.Utterance,mute weg,{Template} {Template},mute off,{Template} {Template}
166,Tv.VolumeUnmute.Init.Utterance,Ton nicht mehr muten,{Template} {Template} {Template} {Template},I'm done with mute,{Template}'{Template} {Template} {Template} {Template}
167,Tv.VolumeUnmute.Init.Utterance,lass den Ton wieder an,{Template} {Template} {Template} {Template} {Template},can you turn the sound back on,{Template} {Template} {Template} {Template} {Template} {Template} {Template}
168,Tv.VolumeUnmute.Init.Utterance,mute weg,{Template} {Template},end mute,{Template} {Template}
169,Tv.VolumeUnmute.Init.Utterance,stumm aus,{Template} {Template},I'd like the sound to be on again,{Template}'{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}
170,Bluewin.NewsSummary.Init.Utterance,das wichtigste von heute bitte,{Template} {Template} {Template} {Template} {Template},what do I have to know today,{Template} {Template} {Template} {Template} {Template} {Template} {Template}
171,Bluewin.NewsSummary.Init.Utterance,kannst du mir die heutigen News geben,{Template} {Template} {Template} {Template} {Template} {Template} {Template},turn on the news,{Template} {Template} {Template} {Template}
172,Bluewin.NewsSummary.Init.Utterance,die wichtigsten Nachrichten,{Template} {Template} {Template},news please,{Template} {Template}
173,Bluewin.NewsSummary.Init.Utterance,die wichtigsten Nachrichten,{Template} {Template} {Template},tell me what is going on in the world,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}
174,Bluewin.NewsSummary.Init.Utterance,Bluewin News,{Template} {Template},please give me the news,{Template} {Template} {Template} {Template} {Template}
175,Bluewin.NewsSummary.Init.Utterance,News bitte,{Template} {Template},the five news topics please,{Template} {Template} {Template} {Template} {Template}
176,Bluewin.NewsSummary.Init.Utterance,was sind die Nachrichten heute,{Template} {Template} {Template} {Template} {Template},news recap,{Template} {Template}
177,Bluewin.NewsSummary.Init.Utterance,die News von Bluewin bitte,{Template} {Template} {Template} {Template} {Template},what happened today,{Template} {Template} {Template}
178,Bluewin.NewsSummary.Init.Utterance,Bluewin News,{Template} {Template},news summary please,{Template} {Template} {Template}
179,Bluewin.NewsSummary.Init.Utterance,gib mir bitte die Abendzusammenfassung,{Template} {Template} {Template} {Template} {Template},news recap,{Template} {Template}
180,Router.ShowWiFiPassword.Init.Utterance,würdest du mir bitte das Wlan Passwort auf dem Fernseher anzeigen,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},please show me the Wi-Fi password on the TV,{Template} {Template} {Template} {Template} {Template}-{Template} {Template} {Template} {Template} {Template}
181,Router.ShowWiFiPassword.Init.Utterance,ich möchte das Wlan Passwort,{Template} {Template} {Template} {Template} {Template},can you please show me the Wi-Fi password on the TV,{Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template} {Template} {Template} {Template}
182,Router.ShowWiFiPassword.Init.Utterance,einmal das Wifi Passwort bitte,{Template} {Template} {Template} {Template} {Template},what's my Wi-Fi password,{Template}'{Template} {Template} {Template}-{Template} {Template}
183,Router.ShowWiFiPassword.Init.Utterance,was ist das Wlan Passwort,{Template} {Template} {Template} {Template} {Template},can you show me the Wi-Fi password,{Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template}
184,Router.ShowWiFiPassword.Init.Utterance,lass mich mal das Wlan Passwort sehen bitte,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},would you please show me the Wi-Fi password on the TV screen,{Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template} {Template} {Template} {Template} {Template}
185,Router.ShowWiFiPassword.Init.Utterance,zeig mir das Wlan Passwort auf dem TV an,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},I would like the Wi-Fi password,{Template} {Template} {Template} {Template} {Template}-{Template} {Template}
186,Router.ShowWiFiPassword.Init.Utterance,ich will mein Wlan Passwort sehen,{Template} {Template} {Template} {Template} {Template} {Template},where do I get my Wi-Fi password,{Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template}
187,Router.ShowWiFiPassword.Init.Utterance,zeige mir bitte das Passwort fürs Wlan an,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},please show me the Wi-Fi password on the TV,{Template} {Template} {Template} {Template} {Template}-{Template} {Template} {Template} {Template} {Template}
188,Router.ShowWiFiPassword.Init.Utterance,Wlan Passwort bitte,{Template} {Template} {Template},I don't know my Wi-Fi password anymore,{Template} {Template}'{Template} {Template} {Template} {Template}-{Template} {Template} {Template}
189,Router.ShowWiFiPassword.Init.Utterance,bitte Wlan Passwort anzeigen,{Template} {Template} {Template} {Template},show me the Wi-Fi password,{Template} {Template} {Template} {Template}-{Template} {Template}
190,Router.SwitchOnGuestWiFi.Init.Utterance,bitte aktiviere das Internet für Gäste,{Template} {Template} {Template} {Template} {Template} {Template},please activate guest Wi-Fi for 52 minutes,{Template} {Template} {Template} {Template}-{Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration}
191,Router.SwitchOnGuestWiFi.Init.Utterance,kannst du bitte das Gast Wlan für 21 stunden anmachen,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration} {Template},guest Wi-Fi please,{Template} {Template}-{Template} {Template}
192,Router.SwitchOnGuestWiFi.Init.Utterance,Gäste Wlan,{Template} {Template},can you please turn on the guest Wi-Fi,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template}
193,Router.SwitchOnGuestWiFi.Init.Utterance,ich möchte dass du das Gäste Wlan für 4 tage einschaltest,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration} {Template},I want guest Wi-Fi for 45 minutes,{Template} {Template} {Template} {Template}-{Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration}
194,Router.SwitchOnGuestWiFi.Init.Utterance,Gast Internet einschalten,{Template} {Template} {Template},we need guest Wi-Fi now,{Template} {Template} {Template} {Template}-{Template} {Template}
195,Router.SwitchOnGuestWiFi.Init.Utterance,mach schnell Gast Internet an,{Template} {Template} {Template} {Template} {Template},please activate the internet for guests,{Template} {Template} {Template} {Template} {Template} {Template}
196,Router.SwitchOnGuestWiFi.Init.Utterance,stell das Gäste Wlan ein,{Template} {Template} {Template} {Template} {Template},turn the guest internet on,{Template} {Template} {Template} {Template} {Template}
197,Router.SwitchOnGuestWiFi.Init.Utterance,mach bitte das Gäste Wlan für 12 minuten an,{Template} {Template} {Template} {Template} {Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration} {Template},please turn on the guest Wi-Fi for 7 hours,{Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration}
198,Router.SwitchOnGuestWiFi.Init.Utterance,ich brauche Gast Wlan für 6 minuten,{Template} {Template} {Template} {Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration},could you turn on the guest Wi-Fi for a second,{Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template} {Template} {Template}
199,Router.SwitchOnGuestWiFi.Init.Utterance,bitte das Gäste Wlan für 9 tage einschalten,{Template} {Template} {Template} {Template} {Template} {RouterWiFiDuration} {RouterWiFiDuration} {Template},15 minutes guest internet,{RouterWiFiDuration} {RouterWiFiDuration} {Template} {Template}
200,Tv.TrickModePlay.Init.Utterance,kann ich bitte die Serie weiterschauen,{Template} {Template} {Template} {Template} {Template} {Template},could you please press play,{Template} {Template} {Template} {Template} {Template}
201,Tv.TrickModePlay.Init.Utterance,kannst du bitte auf Play drücken,{Template} {Template} {Template} {Template} {Template} {Template},I wanna continue watching,{Template} {Template} {Template} {Template}
202,Tv.TrickModePlay.Init.Utterance,weiterlaufen lassen,{Template} {Template},go,{Template}
203,Tv.TrickModePlay.Init.Utterance,bitte starte die Wiedergabe,{Template} {Template} {Template} {Template},start series,{Template} {Template}
204,Tv.TrickModePlay.Init.Utterance,drück Play,{Template} {Template},start the TV show,{Template} {Template} {Template} {Template}
205,Tv.TrickModePlay.Init.Utterance,Wiedergabe,{Template},I wanna continue watching,{Template} {Template} {Template} {Template}
206,Tv.TrickModePlay.Init.Utterance,drück auf Play,{Template} {Template} {Template},start the episode,{Template} {Template} {Template}
207,Tv.TrickModePlay.Init.Utterance,Wiedergabe,{Template},restart the movie,{Template} {Template} {Template}
208,Tv.TrickModePlay.Init.Utterance,abspielen,{Template},I would like to continue watching TV,{Template} {Template} {Template} {Template} {Template} {Template} {Template}
209,Tv.TrickModePlay.Init.Utterance,ich möchte weiterschauen,{Template} {Template} {Template},can I please continue watching the series,{Template} {Template} {Template} {Template} {Template} {Template} {Template}
210,Tv.TrickModeSkip.Init.Utterance,7 stunden zurückspringen,{Duration} {Duration} {Template},fast-forward,{Template}-{Template}
211,Tv.TrickModeSkip.Init.Utterance,spule bitte vor,{Template} {Template} {Template},jump 18 hours forward please,{Template} {Duration} {Duration} {Template} {Template}
212,Tv.TrickModeSkip.Init.Utterance,leicht zurückspulen,{Template} {Template},please jump back 40 minutes,{Template} {Template} {Template} {Duration} {Duration}
213,Tv.TrickModeSkip.Init.Utterance,7 stunden vor,{Duration} {Duration} {Template},could you rewind 45 minutes,{Template} {Template} {Template} {Duration} {Duration}
214,Tv.TrickModeSkip.Init.Utterance,spul bitte zurück,{Template} {Template} {Template},jump forward a bit,{Template} {Template} {Template} {Template}
215,Tv.TrickModeSkip.Init.Utterance,spring 39 sekunden nach hinten,{Template} {Duration} {Duration} {Template} {Template},6 minutes back,{Duration} {Duration} {Template}
216,Tv.TrickModeSkip.Init.Utterance,bitte um 1 minute zurückspringen,{Template} {Template} {Duration} {Duration} {Template},I want to fast-forward 40 minutes,{Template} {Template} {Template} {Template}-{Template} {Duration} {Duration}
217,Tv.TrickModeSkip.Init.Utterance,vorspulen,{Template},fast-forward 32 minutes please,{Template}-{Template} {Duration} {Duration} {Template}
218,Tv.TrickModeSkip.Init.Utterance,bitte 8 sekunden zurückspulen,{Template} {Duration} {Duration} {Template},rewind the movie a little,{Template} {Template} {Template} {Template} {Template}
219,Tv.TrickModeSkip.Init.Utterance,forward,{Template},please jump back 18 hours,{Template} {Template} {Template} {Duration} {Duration}
220,Tv.TvRecommendations.Init.Utterance,mir ist langweilig,{Template} {Template} {Template},I want to watch something on TV,{Template} {Template} {Template} {Template} {Template} {Template} {Template}
221,Tv.TvRecommendations.Init.Utterance,kannst du mir sagen was im Fernsehen kommt,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},television program,{Template} {Template}
222,Tv.TvRecommendations.Init.Utterance,die drei wichtigsten TV Tipps,{Template} {Template} {Template} {Template} {Template},I need a movie tip,{Template} {Template} {Template} {Template} {Template}
223,Tv.TvRecommendations.Init.Utterance,die Prime Time Highlights bitte,{Template} {Template} {Template} {Template} {Template},TV program,{Template} {Template}
224,Tv.TvRecommendations.Init.Utterance,was soll ich heute abend gucken,{Template} {Template} {Template} {Template} {Template} {Template},what can you recommend,{Template} {Template} {Template} {Template}
225,Tv.TvRecommendations.Init.Utterance,was will ich heute sehen,{Template} {Template} {Template} {Template} {Template},what should I watch tonight,{Template} {Template} {Template} {Template} {Template}
226,Tv.TvRecommendations.Init.Utterance,kannst du mir sagen was im Fernsehen kommt,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},TV tips please,{Template} {Template} {Template}
227,Tv.TvRecommendations.Init.Utterance,die drei wichtigsten TV Tipps,{Template} {Template} {Template} {Template} {Template},what is on TV,{Template} {Template} {Template} {Template}
228,Tv.TvRecommendations.Init.Utterance,die Prime Time Highlights bitte,{Template} {Template} {Template} {Template} {Template},what could I watch today,{Template} {Template} {Template} {Template} {Template}
229,Tv.TvRecommendations.Init.Utterance,was sind die drei Tipps,{Template} {Template} {Template} {Template} {Template},I want to watch TV tonight,{Template} {Template} {Template} {Template} {Template} {Template}
230,SmartHome.StartScene.Init.Utterance,ich möchte die Szene Licht aktivieren,{Template} {Template} {Template} {Template} {SmartHomeSceneName} {Template},start scene home in slash out,{Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName}
231,SmartHome.StartScene.Init.Utterance,die Szene Film starten,{Template} {Template} {SmartHomeSceneName} {Template},switch on scene sonos play,{Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName}
232,SmartHome.StartScene.Init.Utterance,ich hätte jetzt gern die Szene Kino,{Template} {Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName},please activate lights off scene,{Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {Template}
233,SmartHome.StartScene.Init.Utterance,schalte die Szene Fernsehen an,{Template} {Template} {Template} {SmartHomeSceneName} {Template},I need you to start scene living room ,{Template} {Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} 
234,SmartHome.StartScene.Init.Utterance,ich will die Szene Licht aktivieren,{Template} {Template} {Template} {Template} {SmartHomeSceneName} {Template},I want scene turn on teapot lamp,{Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName}
235,SmartHome.StartScene.Init.Utterance,Tschüss Szene einschalten,{SmartHomeSceneName} {Template} {Template},I want you to activate scene baby dance,{Template} {Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName}
236,SmartHome.StartScene.Init.Utterance,mach die Szene einschalten an,{Template} {Template} {Template} {SmartHomeSceneName} {Template},I want to activate my come home scene,{Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {Template}
237,SmartHome.StartScene.Init.Utterance,schalte die Szene Guten Morgen an,{Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {Template},would you please turn on my turn on teapot lamp scene,{Template} {Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName} {SmartHomeSceneName} {Template}
238,SmartHome.StartScene.Init.Utterance,mach mal schnell die Szene gehen an,{Template} {Template} {Template} {Template} {Template} {SmartHomeSceneName} {Template},turn on scene bye bye,{Template} {Template} {Template} {SmartHomeSceneName} {SmartHomeSceneName}
239,SmartHome.StartScene.Init.Utterance,ich will die Szene kommen,{Template} {Template} {Template} {Template} {SmartHomeSceneName},activate zen scene,{Template} {SmartHomeSceneName} {Template}
240,SmartHome.SwitchOffDevice.Init.Utterance,den Überwachungs Kameras vom Ikea in der Büro ausschalten,{Template} {SmartHomeDeviceCategory} {SmartHomeDeviceCategory} {Template} {SmartHomeDeviceBrand} {Template} {Template} {SmartHomeDeviceLocation} {Template},please turn off lights in the dining room,{Template} {Template} {Template} {SmartHomeDeviceCategory} {Template} {Template} {SmartHomeDeviceLocation} {SmartHomeDeviceLocation}
241,SmartHome.SwitchOffDevice.Init.Utterance,alles im Fernsehzimmer aus,{Template} {Template} {SmartHomeDeviceLocation} {Template},please deactivate logitec,{Template} {Template} {SmartHomeDeviceBrand}
242,SmartHome.SwitchOffDevice.Init.Utterance,Gerät Sirene ausmachen bitte,{Template} {SmartHomeDeviceName} {Template} {Template},stop netatmo,{Template} {SmartHomeDeviceBrand}
243,SmartHome.SwitchOffDevice.Init.Utterance,stell mal bitte den Lichter aus,{Template} {Template} {Template} {Template} {SmartHomeDeviceCategory} {Template},stop the my strom wifi switch in the bedroom,{Template} {Template} {SmartHomeDeviceCategory} {SmartHomeDeviceCategory} {SmartHomeDeviceCategory} {SmartHomeDeviceCategory} {Template} {Template} {SmartHomeDeviceLocation}
244,SmartHome.SwitchOffDevice.Init.Utterance,schalt mal die Logitech in der Geschäftszimmer aus,{Template} {Template} {Template} {SmartHomeDeviceBrand} {Template} {Template} {SmartHomeDeviceLocation} {Template},please turn off device study,{Template} {Template} {Template} {Template} {SmartHomeDeviceName}
245,SmartHome.SwitchOffDevice.Init.Utterance,Grät Deckenleuchte deaktivieren,{Template} {SmartHomeDeviceName} {Template},I want you to switch off device hue go 1,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {SmartHomeDeviceName} {SmartHomeDeviceName} {SmartHomeDeviceName}
